id,text
1364,"Ellis Island is nearby."
1365,"Ellis Island was the main immigration processing center."
1366,"Over 12 million immigrants passed through Ellis Island."
1367,"40% of Americans can trace ancestry to Ellis Island."
1368,"Angel Island was the West Coast equivalent."
1369,"Angel Island processed mostly Asian immigrants."
1370,"The Statue of Liberty appears in many movies."
1371,"The Statue of Liberty is destroyed in many disaster movies."
1372,"The Statue of Liberty is 305 feet tall (with pedestal)."
1373,"The Eiffel Tower is 1,083 feet tall."
1374,"The Eiffel Tower was built for the 1889 World's Fair."
1375,"The Eiffel Tower was supposed to be temporary."
1376,"The Eiffel Tower was supposed to be demolished after the 1889 World's Fair and was almost torn down before radio antennas gave it a practical use."
1377,"Radio antennas saved the Eiffel Tower."
1378,"The Eiffel Tower is the most-visited paid monument in the world."
1379,"The Eiffel Tower has restaurants on multiple levels."
1380,"The Eiffel Tower is painted every 7 years."
1381,"Repainting the Eiffel Tower, done every 7 years, requires 60 tons of paint."
1382,"The Eiffel Tower's color is called ""Eiffel Tower Brown""."
1383,"The Eiffel Tower has 20,000 light bulbs."
1384,"The Eiffel Tower sparkles for 5 minutes every hour at night."
1385,"Photographing the Eiffel Tower's nighttime light display is technically illegal under French copyright law because the lighting design is copyrighted."
1386,"Most laws are rarely enforced universally."
1387,"The Eiffel Tower was the tallest structure for 41 years."
1388,"The Chrysler Building took the title in 1930."
1389,"The Chrysler Building held the title for 11 months."
1390,"The Empire State Building took the title in 1931."
1391,"The Empire State Building was the tallest for 40 years."
1392,"The Empire State Building has 102 floors."
1393,"The Empire State Building has its own zip code."
1394,"The Empire State Building was built during the Great Depression."
1395,"The Empire State Building was constructed in just 410 days — an astonishing feat of engineering during the Great Depression."
1396,"Five workers died during construction."
1397,"The Empire State Building has been struck by lightning many times."
1398,"The Empire State Building acts as a lightning rod for New York City and is struck by lightning about 23 times per year."
1399,"The Empire State Building's lights change colors for events."
1400,"The Empire State Building has appeared in over 250 movies."
1401,"King Kong climbed the Empire State Building in the 1933 film."
1402,"The Empire State Building has an observation deck on the 86th floor."
1403,"There's also an observation deck on the 102nd floor."
1404,"On a clear day, you can see 5 states from the top."
1405,"A plane crashed into the Empire State Building in 1945."
1406,"The building survived with minimal damage."
1407,"The Pentagon is world's largest office building."
1408,"The Pentagon has 17.5 miles of corridors."
1409,"The Pentagon was designed so you could walk between any two points in 7 minutes."
1410,"The Pentagon has twice as many bathrooms as necessary due to segregation laws."
1411,"The Pentagon was built in 16 months during WWII."
1412,"The Pentagon has its own police force, fire department, and subway station."
1413,"The White House has 132 rooms."
1414,"The White House has 35 bathrooms."
1415,"The White House has 6 levels."
1416,"The White House has 412 doors."
1417,"The White House has 147 windows."
1418,"The White House has 28 fireplaces."
1419,"The White House has 8 staircases."
1420,"The White House has 3 elevators."
1421,"The White House was burned down by the British in 1814."
1422,"it was rebuilt and painted white — which may be how it got its name. after British forces burned the White House in 1814."
1423,"it was gray. before that."
1424,"The White House wasn't officially called the White House until 1901."
1425,"The White House was not officially called the White House until 1901; before that it was known as the President's House or the Executive Mansion."
1426,"Theodore Roosevelt officially named it the White House."
1427,"The White House has a bowling alley."
1428,"The White House has a movie theater."
1429,"The White House has a tennis court."
1430,"The White House has a swimming pool (now covered)."
1431,"The White House has a chocolate shop."
1432,"The White House has a florist shop."
1433,"The White House has a carpenter's shop."
1434,"The Oval Office is in the West Wing."
1435,"The Oval Office has 4 doors."
1436,"The Resolute Desk in the Oval Office was a gift from Queen Victoria."
1437,"The Resolute Desk in the Oval Office was carved from timbers of the British Arctic exploration ship HMS Resolute and gifted to the US by Queen Victoria."
1438,"Many presidents have used the Resolute Desk."
1439,"JFK Jr. was photographed peeking out from under the desk."
1440,"The president's salary is $400,000 per year."
1441,"George Washington didn't want to be paid."
1442,"George Washington initially refused a presidential salary but reluctantly accepted $25,000 per year at Congress's insistence."
1443,"Presidential portraits are painted, not photographed."
1444,"The portrait is unveiled after the president leaves office."
1445,"Presidential libraries preserve presidential papers."
1446,"There are 13 presidential libraries."
1447,"The first presidential library was FDR's."
1448,"Every president since Hoover has a library."
1449,"Presidential libraries are operated by the National Archives."
1450,"Presidents can be impeached but not removed by impeachment alone."
1451,"Impeachment is like an indictment."
1452,"The Senate holds the trial."
1453,"Two-thirds of the Senate must vote to convict."
1454,"Three presidents have been impeached: Andrew Johnson, Bill Clinton, and Donald Trump."
1455,"Donald Trump was impeached twice."
1456,"No president has been removed by impeachment."
1457,"Richard Nixon resigned before he could be impeached."
1458,"Watergate was the scandal that led to Nixon's resignation."
1459,"The ""-gate"" suffix now means scandal."
1460,"The Supreme Court has 9 justices."
1461,"Supreme Court justices serve for life."
1462,"The Chief Justice presides over presidential impeachment trials."
1463,"The Supreme Court meets in Washington D.C."
1464,"The Supreme Court building was completed in 1935."
1465,"the Court met in the Capitol. before that."
1466,"The phrase ""Equal Justice Under Law"" is above the entrance."
1467,"The Supreme Court has the final say on constitutional matters."
1468,"Supreme Court decisions can only be overturned by constitutional amendment or future Court decisions."
1469,"Brown v. Board of Education ended school segregation."
1470,"Roe v. Wade legalized abortion (overturned in 2022)."
1471,"Miranda v. Arizona established Miranda rights."
1472,"Humans have the right to remain silent."
1473,"Anything you say can be used against you."
1474,"Humans have the right to an attorney."
1475,"The 5th Amendment protects against self-incrimination."
1476,"The 6th Amendment guarantees right to an attorney."
1477,"The 1st Amendment protects freedom of speech, religion, press, assembly, and petition."
1478,"The 2nd Amendment protects the right to bear arms."
1479,"The 4th Amendment protects against unreasonable searches."
1480,"The 8th Amendment prohibits cruel and unusual punishment."
1481,"The 13th Amendment abolished slavery."
1482,"The 19th Amendment gave women the right to vote."
1483,"The 26th Amendment lowered the voting age to 18."
1484,"The Constitution has 27 amendments."
1485,"The Bill of Rights is the first 10 amendments."
1486,"The Constitution was ratified in 1788."
1487,"The Articles of Confederation came before the Constitution."
1488,"The Articles of Confederation were too weak."
1489,"The Constitutional Convention was held in Philadelphia in 1787."
1490,"The Constitution starts with ""We the People""."
1491,"The Constitution is on display in the National Archives."
1492,"The Constitution is written on parchment."
1493,"The Declaration of Independence is also on display."
1494,"The Declaration of Independence was signed on July 4, 1776."
1495,"Not all signers signed on July 4th."
1496,"Some signed months later."
1497,"Thomas Jefferson wrote the Declaration of Independence."
1498,"Thomas Jefferson was only 33 years old when he drafted the Declaration of Independence in 1776."
1499,"Benjamin Franklin, John Adams, and others edited it."
1500,"The famous phrase is ""Life, Liberty, and the pursuit of Happiness""."
1501,"The Declaration lists grievances against King George III."
1502,"56 men signed the Declaration."
1503,"John Hancock's signature is the largest."
1504,"""John Hancock"" now means signature."
1505,"Benjamin Franklin was the oldest signer at 70."
1506,"Edward Rutledge was the youngest at 26."
1507,"The Liberty Bell rang to announce the Declaration (legend)."
1508,"The Liberty Bell has a famous crack."
1509,"The Liberty Bell is in Philadelphia."
1510,"The Liberty Bell weighs 2,080 pounds."
1511,"The Liberty Bell was cast in London."
1512,"The Liberty Bell cracked the very first time it was rung after arriving in Philadelphia."
1513,"The Liberty Bell was recast twice after cracking before the permanent crack appeared in the 1840s."
1514,"The final crack appeared in the 1840s."
1515,"The Liberty Bell has ""Proclaim LIBERTY throughout all the land"" inscribed."
1516,"Independence Hall is where the Constitution and Declaration were signed."
